Client ID,IP,Name,Time,Latitude,Longitude
1813136810,209.52.88.110:18334,,20180330 17:41:16,49.2603808,-122.9999083
1813136810,209.52.88.110:18334,,20180330 17:41:36,49.2603871,-122.9999123
1813136810,209.52.88.110:18334,,20180330 17:41:56,49.2603734,-122.9998837
1813136810,209.52.88.110:18334,,20180330 17:42:16,49.2603731,-122.9997883
1813136810,209.52.88.110:18334,,20180330 17:42:36,49.260374,-122.9998207
1813136810,209.52.88.110:18334,,20180330 17:42:56,49.2603573,-122.9998639
1813136810,209.52.88.110:18334,,20180330 17:43:16,49.260385,-122.9998501
1813136810,209.52.88.110:18334,,20180330 17:43:36,49.2603786,-122.9998432
1813136810,209.52.88.110:18334,,20180330 17:43:56,49.2603876,-123.0000736
1813136810,209.52.88.110:18334,,20180330 17:44:16,49.2604515,-122.9999684
1813136810,209.52.88.110:18334,,20180330 17:44:36,49.2604569,-122.9999404
1813136810,209.52.88.110:18334,,20180330 17:44:56,49.2607403,-123.0015957
1813136810,209.52.88.110:18334,,20180330 17:45:16,49.2631617,-123.0091788
1813136810,209.52.88.110:18334,,20180330 17:45:37,49.2631371,-123.0091624
1813136810,209.52.88.110:18334,,20180330 17:45:56,49.2631371,-123.0091624
1813136810,209.52.88.110:18334,,20180330 17:46:18,49.2631371,-123.0091624
1813136810,209.52.88.110:18334,,20180330 17:46:38,49.2609311,-123.0018545
1813136810,209.52.88.110:18334,,20180330 17:46:58,49.2609472,-123.0018014
1813136810,209.52.88.110:18334,,20180330 17:47:19,49.2609472,-123.0018014
1813136810,209.52.88.110:18334,,20180330 17:47:39,49.2645512,-123.0074614
1813136810,209.52.88.110:18334,,20180330 17:47:59,49.2643044,-123.0078863
1813136810,209.52.88.110:18334,,20180330 17:48:20,49.2635605,-123.0108635
1813136810,209.52.88.110:18334,,20180330 17:48:40,49.2603633,-123.005832
1813136810,209.52.88.110:18334,,20180330 17:48:59,49.2634262,-123.0084152
1813136810,209.52.88.110:18334,,20180330 17:49:02,49.26044478,-123.00502948
1813136810,209.52.88.110:18334,,20180330 17:49:03,49.26044561,-123.00500273
1813136810,209.52.88.110:18334,,20180330 17:49:04,49.2604552,-123.00496366
1813136810,209.52.88.110:18334,,20180330 17:49:05,49.26045856,-123.00491929
1813136810,209.52.88.110:18334,,20180330 17:49:06,49.26046256,-123.00489505
1813136810,209.52.88.110:18334,,20180330 17:49:07,49.26044847,-123.00488976
1813136810,209.52.88.110:18334,,20180330 17:49:08,49.26044378,-123.00489309
1813136810,209.52.88.110:18334,,20180330 17:49:09,49.26044473,-123.00488605
1813136810,209.52.88.110:18334,,20180330 17:49:10,49.26044157,-123.00490165
1813136810,209.52.88.110:18334,,20180330 17:49:11,49.26044109,-123.00490469
1813136810,209.52.88.110:18334,,20180330 17:49:12,49.26044076,-123.00490392
1813136810,209.52.88.110:18334,,20180330 17:49:13,49.26044143,-123.00490515
1813136810,209.52.88.110:18334,,20180330 17:49:14,49.26044144,-123.00490553
1813136810,209.52.88.110:18334,,20180330 17:49:15,49.26044096,-123.00490508
1813136810,209.52.88.110:18334,,20180330 17:49:16,49.26044036,-123.00490363
1813136810,209.52.88.110:18334,,20180330 17:49:17,49.26044033,-123.00490331
1813136810,209.52.88.110:18334,,20180330 17:49:18,49.26044033,-123.00490335
1813136810,209.52.88.110:18334,,20180330 17:49:19,49.26044041,-123.0049033
1813136810,209.52.88.110:18334,,20180330 17:49:20,49.26042844,-123.00490601
1813136810,209.52.88.110:18334,,20180330 17:49:21,49.26043949,-123.00494222
1813136810,209.52.88.110:18334,,20180330 17:49:22,49.26043615,-123.00495257
1813136810,209.52.88.110:18334,,20180330 17:49:22,49.2633407,-123.0083672
1813136810,209.52.88.110:18334,,20180330 17:49:23,49.26043146,-123.00495863
1813136810,209.52.88.110:18334,,20180330 17:49:24,49.26042864,-123.00497328
1813136810,209.52.88.110:18334,,20180330 17:49:25,49.26042646,-123.0049701
1813136810,209.52.88.110:18334,,20180330 17:49:26,49.2604471,-123.00500459
1813136810,209.52.88.110:18334,,20180330 17:49:27,49.2604219,-123.00495823
1813136810,209.52.88.110:18334,,20180330 17:49:28,49.26041826,-123.00491726
1813136810,209.52.88.110:18334,,20180330 17:49:29,49.26043174,-123.00493374
1813136810,209.52.88.110:18334,,20180330 17:49:30,49.26042806,-123.0049354
1813136810,209.52.88.110:18334,,20180330 17:49:31,49.26042949,-123.00493898
1813136810,209.52.88.110:18334,,20180330 17:49:32,49.26040501,-123.00498589
1813136810,209.52.88.110:18334,,20180330 17:49:33,49.26038427,-123.00505155
1813136810,209.52.88.110:18334,,20180330 17:49:34,49.26037214,-123.00511024
1813136810,209.52.88.110:18334,,20180330 17:49:35,49.26036257,-123.00512638
1813136810,209.52.88.110:18334,,20180330 17:49:36,49.26035924,-123.00512784
1813136810,209.52.88.110:18334,,20180330 17:49:37,49.26035794,-123.00511853
1813136810,209.52.88.110:18334,,20180330 17:49:38,49.2603549,-123.00511963
1813136810,209.52.88.110:18334,,20180330 17:49:39,49.2603586,-123.00510757
1813136810,209.52.88.110:18334,,20180330 17:49:40,49.2603592,-123.00510382
1813136810,209.52.88.110:18334,,20180330 17:49:41,49.2603591,-123.00510426
1813136810,209.52.88.110:18334,,20180330 17:49:42,49.26035903,-123.00510423
1813136810,209.52.88.110:18334,,20180330 17:49:42,49.2634944,-123.0085755
1813136810,209.52.88.110:18334,,20180330 17:49:43,49.26035953,-123.00510224
1813136810,209.52.88.110:18334,,20180330 17:49:44,49.26035961,-123.00510184
1813136810,209.52.88.110:18334,,20180330 17:49:45,49.26035962,-123.00510193
1813136810,209.52.88.110:18334,,20180330 17:49:46,49.26035961,-123.00510189
1813136810,209.52.88.110:18334,,20180330 17:49:47,49.26035956,-123.00510193
1813136810,209.52.88.110:18334,,20180330 17:49:48,49.26035955,-123.00510195
1813136810,209.52.88.110:18334,,20180330 17:49:49,49.26035948,-123.00510207
1813136810,209.52.88.110:18334,,20180330 17:49:50,49.26035947,-123.00510213
1813136810,209.52.88.110:18334,,20180330 17:49:51,49.26035941,-123.00510214
1813136810,209.52.88.110:18334,,20180330 17:49:52,49.2603594,-123.00510216
1813136810,209.52.88.110:18334,,20180330 17:49:53,49.26035936,-123.00510221
1813136810,209.52.88.110:18334,,20180330 17:49:54,49.26035934,-123.00510231
1813136810,209.52.88.110:18334,,20180330 17:49:55,49.26035931,-123.00510242
1813136810,209.52.88.110:18334,,20180330 17:49:56,49.26035931,-123.00510241
1813136810,209.52.88.110:18334,,20180330 17:49:57,49.26035925,-123.00510243
1813136810,209.52.88.110:18334,,20180330 17:49:58,49.26035919,-123.00510253
1813136810,209.52.88.110:18334,,20180330 17:49:59,49.26035916,-123.00510254
1813136810,209.52.88.110:18334,,20180330 17:50:00,49.26035918,-123.0051025
1813136810,209.52.88.110:18334,,20180330 17:50:01,49.26035917,-123.00510253
1813136810,209.52.88.110:18334,,20180330 17:50:02,49.26035916,-123.00510251
1813136810,209.52.88.110:18334,,20180330 17:50:02,49.2624892,-123.0068242
1813136810,209.52.88.110:18334,,20180330 17:50:03,49.2603592,-123.00510245
1813136810,209.52.88.110:18334,,20180330 17:50:04,49.2603592,-123.0051027
1813136810,209.52.88.110:18334,,20180330 17:50:05,49.26035927,-123.00510289
1813136810,209.52.88.110:18334,,20180330 17:50:06,49.26035932,-123.00510305
1813136810,209.52.88.110:18334,,20180330 17:50:07,49.26035928,-123.00510294
1813136810,209.52.88.110:18334,,20180330 17:50:08,49.2603593,-123.00510301
1813136810,209.52.88.110:18334,,20180330 17:50:09,49.26035931,-123.00510321
1813136810,209.52.88.110:18334,,20180330 17:50:10,49.26035766,-123.00511636
1813136810,209.52.88.110:18334,,20180330 17:50:11,49.2603361,-123.00508653
1813136810,209.52.88.110:18334,,20180330 17:50:12,49.2603225,-123.00507491
1813136810,209.52.88.110:18334,,20180330 17:50:13,49.26032239,-123.00504853
1813136810,209.52.88.110:18334,,20180330 17:50:14,49.26031273,-123.00504864
1813136810,209.52.88.110:18334,,20180330 17:50:15,49.26029845,-123.00504563
1813136810,209.52.88.110:18334,,20180330 17:50:16,49.26030035,-123.00505606
1813136810,209.52.88.110:18334,,20180330 17:50:17,49.26029708,-123.00505977
1813136810,209.52.88.110:18334,,20180330 17:50:18,49.26028868,-123.00504248
1813136810,209.52.88.110:18334,,20180330 17:50:19,49.2602998,-123.00507055
1813136810,209.52.88.110:18334,,20180330 17:50:20,49.26030155,-123.00507866
1813136810,209.52.88.110:18334,,20180330 17:50:21,49.26029997,-123.00508399
1813136810,209.52.88.110:18334,,20180330 17:50:22,49.26029862,-123.00508495
1813136810,209.52.88.110:18334,,20180330 17:50:22,49.2605054,-123.0053609
1813136810,209.52.88.110:18334,,20180330 17:50:23,49.26030324,-123.00509841
1813136810,209.52.88.110:18334,,20180330 17:50:24,49.26030193,-123.00510254
1813136810,209.52.88.110:18334,,20180330 17:50:25,49.26030379,-123.00510908
1813136810,209.52.88.110:18334,,20180330 17:50:26,49.26030451,-123.00510828
1813136810,209.52.88.110:18334,,20180330 17:50:27,49.26030407,-123.00510425
1813136810,209.52.88.110:18334,,20180330 17:50:28,49.26030541,-123.00510807
1813136810,209.52.88.110:18334,,20180330 17:50:29,49.26030321,-123.00510352
1813136810,209.52.88.110:18334,,20180330 17:50:30,49.26030287,-123.00509967
1813136810,209.52.88.110:18334,,20180330 17:50:31,49.26030308,-123.00509764
1813136810,209.52.88.110:18334,,20180330 17:50:32,49.26030367,-123.00509901
1813136810,209.52.88.110:18334,,20180330 17:50:33,49.26030398,-123.0050996
1813136810,209.52.88.110:18334,,20180330 17:50:34,49.26030397,-123.00509994
1813136810,209.52.88.110:18334,,20180330 17:50:35,49.26030399,-123.0051
1813136810,209.52.88.110:18334,,20180330 17:50:36,49.26030403,-123.00510012
1813136810,209.52.88.110:18334,,20180330 17:50:37,49.26030406,-123.00510027
1813136810,209.52.88.110:18334,,20180330 17:50:38,49.26030407,-123.00510021
1813136810,209.52.88.110:18334,,20180330 17:50:39,49.26030408,-123.00510035
1813136810,209.52.88.110:18334,,20180330 17:50:40,49.26030412,-123.00510051
